0 , 0.59 , 0.5931 , 
20 , 0.71 , 0.714866 , 
40 , 0.8 , 0.750381 , 
60 , 0.7 , 0.763572 , 
80 , 0.67 , 0.754947 , 
100 , 0.75 , 0.76205 , 
120 , 0.71 , 0.759513 , 
140 , 0.62 , 0.772197 , 
160 , 0.78 , 0.773212 , 
180 , 0.72 , 0.774734 , 
200 , 0.7 , 0.774734 , 
220 , 0.8 , 0.771689 , 
240 , 0.72 , 0.765094 , 
260 , 0.67 , 0.784881 , 
280 , 0.75 , 0.788432 , 
300 , 0.8 , 0.79655 , 
320 , 0.73 , 0.778793 , 
340 , 0.78 , 0.808727 , 
360 , 0.73 , 0.780822 , 
380 , 0.76 , 0.805682 , 
400 , 0.84 , 0.799594 , 
420 , 0.82 , 0.809234 , 
440 , 0.83 , 0.809741 , 
460 , 0.82 , 0.828513 , 
480 , 0.83 , 0.816337 , 
500 , 0.78 , 0.820903 , 
520 , 0.83 , 0.83105 , 
540 , 0.82 , 0.827499 , 
560 , 0.81 , 0.838661 , 
580 , 0.8 , 0.835109 , 
600 , 0.88 , 0.835109 , 
620 , 0.75 , 0.845256 , 
640 , 0.79 , 0.843734 , 
660 , 0.85 , 0.835616 , 
680 , 0.87 , 0.837646 , 
700 , 0.86 , 0.818874 , 
720 , 0.84 , 0.854389 , 
740 , 0.84 , 0.827499 , 
760 , 0.82 , 0.853881 , 
780 , 0.85 , 0.852867 , 
800 , 0.87 , 0.850837 , 
820 , 0.82 , 0.835109 , 
840 , 0.84 , 0.860984 , 
860 , 0.87 , 0.851344 , 
880 , 0.81 , 0.867073 , 
900 , 0.86 , 0.850837 , 
920 , 0.86 , 0.863521 , 
940 , 0.83 , 0.860984 , 
960 , 0.84 , 0.858447 , 
980 , 0.81 , 0.844749 , 
1000 , 0.85 , 0.836124 , 
1020 , 0.77 , 0.85794 , 
1040 , 0.87 , 0.878234 , 
1060 , 0.82 , 0.850837 , 
1080 , 0.88 , 0.874683 , 
1100 , 0.87 , 0.863521 , 
1120 , 0.88 , 0.872653 , 
1140 , 0.89 , 0.869609 , 
1160 , 0.8 , 0.847793 , 
1180 , 0.82 , 0.881786 , 
1200 , 0.92 , 0.877727 , 
1220 , 0.9 , 0.87519 , 
1240 , 0.84 , 0.881786 , 
1260 , 0.84 , 0.878234 , 
1280 , 0.89 , 0.882293 , 
1300 , 0.9 , 0.87519 , 
1320 , 0.88 , 0.873161 , 
1340 , 0.9 , 0.885845 , 
1360 , 0.89 , 0.887367 , 
1380 , 0.81 , 0.878742 , 
1400 , 0.79 , 0.865043 , 
1420 , 0.87 , 0.881786 , 
1440 , 0.88 , 0.882801 , 
1460 , 0.84 , 0.885845 , 
1480 , 0.83 , 0.882293 , 
1500 , 0.86 , 0.883308 , 
1520 , 0.91 , 0.882801 , 
1540 , 0.87 , 0.881279 , 
1560 , 0.9 , 0.889396 , 
1580 , 0.87 , 0.887367 , 
1600 , 0.89 , 0.887367 , 
1620 , 0.9 , 0.886352 , 
1640 , 0.88 , 0.889904 , 
1660 , 0.95 , 0.882293 , 
1680 , 0.9 , 0.89244 , 
1700 , 0.88 , 0.886352 , 
1720 , 0.88 , 0.889904 , 
1740 , 0.86 , 0.894977 , 
1760 , 0.92 , 0.887367 , 
1780 , 0.91 , 0.889396 , 
1800 , 0.89 , 0.890918 , 
1820 , 0.84 , 0.889904 , 
1840 , 0.86 , 0.878234 , 
1860 , 0.94 , 0.897514 , 
1880 , 0.85 , 0.876712 , 
1900 , 0.91 , 0.886352 , 
1920 , 0.87 , 0.892948 , 
1940 , 0.93 , 0.895992 , 
1960 , 0.91 , 0.889904 , 
1980 , 0.87 , 0.882801 , 
2000 , 0.8 , 0.888382 , 
2020 , 0.89 , 0.895485 , 
2040 , 0.87 , 0.898529 , 
2060 , 0.91 , 0.901065 , 
2080 , 0.93 , 0.891933 , 
2100 , 0.87 , 0.893455 , 
2120 , 0.9 , 0.895992 , 
2140 , 0.9 , 0.90411 , 
2160 , 0.86 , 0.896499 , 
2180 , 0.89 , 0.900051 , 
2200 , 0.93 , 0.899543 , 
2220 , 0.94 , 0.899543 , 
2240 , 0.88 , 0.897007 , 
2260 , 0.85 , 0.90208 , 
2280 , 0.85 , 0.893455 , 
2300 , 0.91 , 0.900558 , 
2320 , 0.88 , 0.902588 , 
2340 , 0.86 , 0.910198 , 
2360 , 0.9 , 0.902588 , 
2380 , 0.88 , 0.89447 , 
2400 , 0.94 , 0.899036 , 
2420 , 0.88 , 0.903602 , 
2440 , 0.89 , 0.898529 , 
2460 , 0.92 , 0.903602 , 
2480 , 0.87 , 0.901573 , 
2500 , 0.9 , 0.902588 , 
2520 , 0.95 , 0.907154 , 
2540 , 0.87 , 0.880771 , 
2560 , 0.91 , 0.903095 , 
2580 , 0.88 , 0.901065 , 
2600 , 0.87 , 0.910705 , 
2620 , 0.91 , 0.909183 , 
2640 , 0.97 , 0.905124 , 
2660 , 0.91 , 0.907661 , 
2680 , 0.91 , 0.914257 , 
2700 , 0.92 , 0.910198 , 
2720 , 0.87 , 0.914257 , 
2740 , 0.92 , 0.902588 , 
2760 , 0.92 , 0.90208 , 
2780 , 0.89 , 0.907661 , 
2800 , 0.86 , 0.911213 , 
2820 , 0.94 , 0.905124 , 
2840 , 0.93 , 0.912735 , 
2860 , 0.95 , 0.908168 , 
2880 , 0.9 , 0.906646 , 
2900 , 0.83 , 0.91933 , 
2920 , 0.94 , 0.906646 , 
2940 , 0.92 , 0.913242 , 
2960 , 0.88 , 0.912227 , 
2980 , 0.92 , 0.917808 , 
3000 , 0.91 , 0.915779 , 
3020 , 0.96 , 0.910705 , 
3040 , 0.93 , 0.91172 , 
3060 , 0.91 , 0.911213 , 
3080 , 0.96 , 0.914764 , 
3100 , 0.88 , 0.918316 , 
3120 , 0.89 , 0.917301 , 
3140 , 0.91 , 0.911213 , 
3160 , 0.95 , 0.917808 , 
3180 , 0.92 , 0.918823 , 
3200 , 0.85 , 0.914764 , 
3220 , 0.88 , 0.907661 , 
3240 , 0.94 , 0.916286 , 
3260 , 0.88 , 0.909183 , 
3280 , 0.91 , 0.914257 , 
3300 , 0.93 , 0.914257 , 
3320 , 0.95 , 0.91172 , 
3340 , 0.94 , 0.921867 , 
3360 , 0.95 , 0.913242 , 
3380 , 0.93 , 0.906646 , 
3400 , 0.91 , 0.914764 , 
3420 , 0.91 , 0.924404 , 
3440 , 0.93 , 0.91933 , 
3460 , 0.92 , 0.922882 , 
3480 , 0.9 , 0.920852 , 
3500 , 0.9 , 0.91172 , 
3520 , 0.93 , 0.901065 , 
3540 , 0.92 , 0.920345 , 
3560 , 0.89 , 0.904617 , 
3580 , 0.91 , 0.924404 , 
3600 , 0.95 , 0.925926 , 
3620 , 0.91 , 0.920852 , 
3640 , 0.93 , 0.913749 , 
3660 , 0.94 , 0.923896 , 
3680 , 0.91 , 0.914764 , 
3700 , 0.94 , 0.923389 , 
3720 , 0.9 , 0.912735 , 
3740 , 0.92 , 0.913749 , 
3760 , 0.93 , 0.92136 , 
3780 , 0.95 , 0.931 , 
3800 , 0.93 , 0.921867 , 
3820 , 0.91 , 0.916286 , 
3840 , 0.96 , 0.914257 , 
3860 , 0.93 , 0.920852 , 
3880 , 0.91 , 0.925926 , 
3900 , 0.94 , 0.927955 , 
3920 , 0.95 , 0.928463 , 
3940 , 0.95 , 0.915271 , 
3960 , 0.92 , 0.923389 , 
3980 , 0.96 , 0.922882 , 
4000 , 0.93 , 0.91933 , 
4020 , 0.94 , 0.923389 , 
4040 , 0.94 , 0.927448 , 
4060 , 0.96 , 0.926433 , 
4080 , 0.95 , 0.922882 , 
4100 , 0.96 , 0.920852 , 
4120 , 0.94 , 0.927955 , 
4140 , 0.96 , 0.91933 , 
4160 , 0.94 , 0.926433 , 
4180 , 0.9 , 0.922374 , 
4200 , 0.87 , 0.922374 , 
4220 , 0.96 , 0.922374 , 
4240 , 0.96 , 0.927448 , 
4260 , 0.97 , 0.924911 , 
4280 , 0.95 , 0.922374 , 
4300 , 0.94 , 0.921867 , 
4320 , 0.87 , 0.920852 , 
4340 , 0.94 , 0.917808 , 
4360 , 0.92 , 0.922374 , 
4380 , 0.91 , 0.930492 , 
4400 , 0.95 , 0.931507 , 
4420 , 0.94 , 0.926433 , 
4440 , 0.95 , 0.931 , 
4460 , 0.91 , 0.918823 , 
4480 , 0.98 , 0.927955 , 
4500 , 0.94 , 0.926941 , 
4520 , 0.93 , 0.92897 , 
4540 , 0.89 , 0.932522 , 
4560 , 0.99 , 0.926941 , 
4580 , 0.91 , 0.925926 , 
4600 , 0.95 , 0.932522 , 
4620 , 0.91 , 0.927448 , 
4640 , 0.96 , 0.931507 , 
4660 , 0.96 , 0.930492 , 
4680 , 0.94 , 0.915779 , 
4700 , 0.9 , 0.931 , 
4720 , 0.92 , 0.929477 , 
4740 , 0.98 , 0.927448 , 
4760 , 0.9 , 0.932522 , 
4780 , 0.93 , 0.929985 , 
4800 , 0.94 , 0.929477 , 
4820 , 0.98 , 0.92897 , 
4840 , 0.97 , 0.929985 , 
4860 , 0.95 , 0.927448 , 
4880 , 0.91 , 0.92897 , 
4900 , 0.93 , 0.923896 , 
4920 , 0.95 , 0.930492 , 
4940 , 0.95 , 0.934044 , 
4960 , 0.92 , 0.935058 , 
4980 , 0.96 , 0.933029 , 
